scope,image_id,method,frequency_filter,pyramid_levels,nms,image_scale,repeatability,localization_error_px,repeated_points,reference_keypoints,scene_keypoints
scale_curve,IMG_0259,Shi-Tomasi,ideal_highpass,3,True,1.25,0.8241758241758241,1.8091621398925781,75,91,218
scale_curve,IMG_0259,SIFT,ideal_highpass,3,True,0.5,0.24,1.5491234064102173,6,28,25
scale_curve,IMG_0259,SIFT,ideal_highpass,3,True,0.75,0.5714285714285714,1.4298317432403564,16,28,34
scale_curve,IMG_0259,SIFT,ideal_highpass,3,True,1.0,0.43478260869565216,1.2176249027252197,10,28,23
scale_curve,IMG_0259,SIFT,ideal_highpass,3,True,1.25,0.42105263157894735,1.2183594107627869,8,28,19
scale_curve,IMG_0259,Sobel,gaussian_highpass,3,True,0.5,0.75,2.2889158725738525,15,61,20
scale_curve,IMG_0259,Sobel,gaussian_highpass,3,True,0.75,0.7959183673469388,2.3409922122955322,39,61,49
scale_curve,IMG_0259,Sobel,gaussian_highpass,3,True,1.0,0.8688524590163934,2.1164164543151855,53,61,81
scale_curve,IMG_0259,Sobel,gaussian_highpass,3,True,1.25,0.9016393442622951,1.6998172998428345,55,61,127
scale_curve,IMG_0259,LoG,gaussian_highpass,3,True,0.5,0.8571428571428571,1.8736037611961365,36,110,42
scale_curve,IMG_0259,LoG,gaussian_highpass,3,True,0.75,0.8192771084337349,1.6242255568504333,68,110,83
scale_curve,IMG_0259,LoG,gaussian_highpass,3,True,1.0,0.8363636363636363,1.7366614937782288,92,110,134
scale_curve,IMG_0259,LoG,gaussian_highpass,3,True,1.25,0.9454545454545454,1.9532089233398438,104,110,215
scale_curve,IMG_0259,Harris,gaussian_highpass,3,True,0.5,0.8181818181818182,1.5830186009407043,36,116,44
scale_curve,IMG_0259,Harris,gaussian_highpass,3,True,0.75,0.8260869565217391,1.8271440863609314,76,116,92
scale_curve,IMG_0259,Harris,gaussian_highpass,3,True,1.0,0.8620689655172413,1.7641478776931763,100,116,176
scale_curve,IMG_0259,Harris,gaussian_highpass,3,True,1.25,0.8879310344827587,1.6305828094482422,103,116,219
scale_curve,IMG_0259,Shi-Tomasi,gaussian_highpass,3,True,0.5,0.8823529411764706,1.9032871723175049,30,97,34
scale_curve,IMG_0259,Shi-Tomasi,gaussian_highpass,3,True,0.75,0.8194444444444444,1.9372072219848633,59,97,72
scale_curve,IMG_0259,Shi-Tomasi,gaussian_highpass,3,True,1.0,0.7938144329896907,1.808632731437683,77,97,135
scale_curve,IMG_0259,Shi-Tomasi,gaussian_highpass,3,True,1.25,0.845360824742268,1.876432478427887,82,97,218
scale_curve,IMG_0259,SIFT,gaussian_highpass,3,True,0.5,0.2608695652173913,1.242086499929428,6,23,30
scale_curve,IMG_0259,SIFT,gaussian_highpass,3,True,0.75,0.391304347826087,2.8172266483306885,9,23,35
scale_curve,IMG_0259,SIFT,gaussian_highpass,3,True,1.0,0.34782608695652173,1.4831268787384033,8,23,25
scale_curve,IMG_0259,SIFT,gaussian_highpass,3,True,1.25,0.2727272727272727,1.8491756319999695,6,23,22
scale_curve,IMG_0261,Sobel,none,3,True,0.5,0.6842105263157895,2.6040899753570557,26,51,38
scale_curve,IMG_0261,Sobel,none,3,True,0.75,0.7647058823529411,2.085536479949951,39,51,71
scale_curve,IMG_0261,Sobel,none,3,True,1.0,0.9215686274509803,1.91031813621521,47,51,128
scale_curve,IMG_0261,Sobel,none,3,True,1.25,0.9607843137254902,1.82896089553833,49,51,183
scale_curve,IMG_0261,LoG,none,3,True,0.5,0.5142857142857142,2.6665592193603516,36,77,70
scale_curve,IMG_0261,LoG,none,3,True,0.75,0.7532467532467533,2.2746723890304565,58,77,113
scale_curve,IMG_0261,LoG,none,3,True,1.0,0.7532467532467533,2.202191114425659,58,77,217
scale_curve,IMG_0261,LoG,none,3,True,1.25,0.7272727272727273,2.6444010734558105,56,77,216
scale_curve,IMG_0261,Harris,none,3,True,0.5,0.524390243902439,2.32430362701416,43,93,82
scale_curve,IMG_0261,Harris,none,3,True,0.75,0.7741935483870968,2.4920235872268677,72,93,171
scale_curve,IMG_0261,Harris,none,3,True,1.0,0.6989247311827957,2.178089141845703,65,93,218
scale_curve,IMG_0261,Harris,none,3,True,1.25,0.6989247311827957,1.9866334199905396,65,93,216
scale_curve,IMG_0261,Shi-Tomasi,none,3,True,0.5,0.5344827586206896,2.3519222736358643,31,90,58
scale_curve,IMG_0261,Shi-Tomasi,none,3,True,0.75,0.6555555555555556,2.555912494659424,59,90,158
scale_curve,IMG_0261,Shi-Tomasi,none,3,True,1.0,0.6888888888888889,2.0477389693260193,62,90,218
scale_curve,IMG_0261,Shi-Tomasi,none,3,True,1.25,0.6777777777777778,2.5144126415252686,61,90,218
scale_curve,IMG_0261,SIFT,none,3,True,0.5,0.6956521739130435,2.3396342992782593,16,23,63
scale_curve,IMG_0261,SIFT,none,3,True,0.75,0.6956521739130435,2.234222412109375,16,23,41
scale_curve,IMG_0261,SIFT,none,3,True,1.0,0.5217391304347826,1.7647691369056702,12,23,40
scale_curve,IMG_0261,SIFT,none,3,True,1.25,0.5652173913043478,1.385662317276001,13,23,26
scale_curve,IMG_0261,Sobel,ideal_lowpass,3,True,0.5,0.55,3.106794595718384,11,29,20
scale_curve,IMG_0261,Sobel,ideal_lowpass,3,True,0.75,0.6551724137931034,2.7915356159210205,19,29,43
scale_curve,IMG_0261,Sobel,ideal_lowpass,3,True,1.0,0.8620689655172413,2.7930994033813477,25,29,71
scale_curve,IMG_0261,Sobel,ideal_lowpass,3,True,1.25,0.7241379310344828,2.7636828422546387,21,29,93
scale_curve,IMG_0261,LoG,ideal_lowpass,3,True,0.5,0.5,2.2818174362182617,17,45,34
scale_curve,IMG_0261,LoG,ideal_lowpass,3,True,0.75,0.5555555555555556,2.475203275680542,25,45,91
scale_curve,IMG_0261,LoG,ideal_lowpass,3,True,1.0,0.5555555555555556,2.4885411262512207,25,45,135
scale_curve,IMG_0261,LoG,ideal_lowpass,3,True,1.25,0.4666666666666667,2.556410074234009,21,45,140
scale_curve,IMG_0261,Harris,ideal_lowpass,3,True,0.5,0.543859649122807,2.7522919178009033,31,101,57
scale_curve,IMG_0261,Harris,ideal_lowpass,3,True,0.75,0.49504950495049505,2.2739689350128174,50,101,130
scale_curve,IMG_0261,Harris,ideal_lowpass,3,True,1.0,0.5544554455445545,2.509722590446472,56,101,219
scale_curve,IMG_0261,Harris,ideal_lowpass,3,True,1.25,0.42574257425742573,2.4765031337738037,43,101,218
scale_curve,IMG_0261,Shi-Tomasi,ideal_lowpass,3,True,0.5,0.42857142857142855,2.7289817333221436,18,77,42
scale_curve,IMG_0261,Shi-Tomasi,ideal_lowpass,3,True,0.75,0.4935064935064935,2.5515942573547363,38,77,113
scale_curve,IMG_0261,Shi-Tomasi,ideal_lowpass,3,True,1.0,0.5454545454545454,2.4875670671463013,42,77,181
scale_curve,IMG_0261,Shi-Tomasi,ideal_lowpass,3,True,1.25,0.5454545454545454,2.2711139917373657,42,77,218
scale_curve,IMG_0261,SIFT,ideal_lowpass,3,True,0.5,0.5263157894736842,2.338451325893402,10,19,63
scale_curve,IMG_0261,SIFT,ideal_lowpass,3,True,0.75,0.631578947368421,3.0674654245376587,12,19,58
scale_curve,IMG_0261,SIFT,ideal_lowpass,3,True,1.0,0.631578947368421,1.9353191256523132,12,19,74
scale_curve,IMG_0261,SIFT,ideal_lowpass,3,True,1.25,0.47368421052631576,3.3919641971588135,9,19,51
scale_curve,IMG_0261,Sobel,gaussian_lowpass,3,True,0.5,0.5925925925925926,2.1007994413375854,16,36,27
